window_id,t,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,mode
2,40,905.980000,9.797442,-0.074981,0.026308,-0.015656,1.526321,-0.004234,1,3
2,41,906.000000,9.810000,-0.088335,0.046347,-0.023747,1.537088,-0.010352,1,3
2,42,906.020000,9.822558,-0.110283,0.050057,-0.020737,0.000000,-0.012294,1,3
2,43,906.040000,9.835067,-0.082686,0.055437,-0.017879,1.527207,-0.002688,1,3
2,44,906.060000,9.847476,-0.102149,0.055308,-0.018919,0.000000,-0.010015,1,3
2,45,906.080000,9.859738,-0.053409,0.099675,-0.019694,0.000000,0.003200,1,3
2,46,906.100000,9.871803,-0.047227,0.021724,-0.009578,1.524277,-0.008865,1,3
2,47,906.120000,9.883625,-0.050153,0.061132,-0.017708,1.523009,-0.008604,1,3
2,48,906.140000,9.895156,-0.045284,0.060543,-0.021248,1.524270,-0.010286,1,3
2,49,906.160000,9.906351,-0.008488,0.041240,-0.011442,1.525480,-0.016481,1,3
2,50,906.180000,9.917165,-0.034471,0.012175,-0.019492,1.527126,-0.016718,1,3
2,51,906.200000,9.927557,-0.048506,0.051700,-0.015956,1.518093,-0.002887,1,3
2,52,906.220000,9.937485,-0.006033,-0.032626,-0.019442,1.524291,-0.003247,1,3
2,53,906.240000,9.946909,0.036697,-0.009899,-0.013349,1.517731,-0.014914,1,3
2,54,906.260000,9.955794,-0.015271,0.019667,-0.013674,1.516320,-0.007503,1,3
2,55,906.280000,9.964103,0.007793,-0.018616,-0.013465,1.529132,-0.003273,1,3
2,56,906.300000,9.971803,0.033198,0.013523,-0.011998,1.510803,-0.016451,1,3
2,57,906.320000,9.978866,0.033386,-0.055417,-0.008070,1.516789,-0.009711,1,3
2,58,906.340000,9.985261,0.024066,-0.053627,-0.008036,1.519991,-0.012055,1,3
2,59,906.360000,9.990965,0.074955,-0.047508,-0.016125,1.515395,-0.008327,1,3
2,60,906.380000,9.995955,0.107194,-0.033182,-0.013662,1.518664,-0.002660,1,3
2,61,906.400000,10.000211,0.072377,-0.049682,-0.005013,1.510727,-0.006453,1,3
2,62,906.420000,10.003717,0.057344,-0.057734,-0.012882,1.507752,-0.005067,1,3
2,63,906.440000,10.006457,0.050655,-0.021115,-0.005828,1.512155,-0.018637,1,3
3,0,906.460000,10.008423,0.092178,-0.019727,-0.003398,1.516847,-0.003527,1,3
3,1,906.480000,10.009605,0.113602,-0.057622,-0.015101,1.514800,-0.006650,1,3
3,2,906.500000,10.010000,0.104609,-0.081748,-0.008212,1.518425,0.004918,1,3
3,3,906.520000,10.009605,0.097679,-0.087842,-0.001384,1.507722,-0.002255,1,3
3,4,906.540000,10.008423,0.087576,-0.036031,-0.005465,1.511584,-0.006229,1,3
3,5,906.560000,10.006457,0.078149,-0.022896,-0.006015,1.513736,0.005520,1,3
3,6,906.580000,10.003717,0.116308,-0.029137,0.000903,1.508902,-0.003569,1,3
3,7,906.600000,10.000211,0.116504,-0.025506,0.003013,1.514107,-0.001110,1,3
3,8,906.620000,9.995955,0.064938,-0.033323,-0.005149,1.511700,-0.008665,1,3
3,9,906.640000,9.990965,0.124305,0.003114,0.007831,1.515250,-0.004159,1,3
3,10,906.660000,9.985261,0.099711,0.031051,-0.009172,1.513991,-0.003845,1,3
3,11,906.680000,9.978866,0.111051,-0.039319,-0.007033,1.503032,-0.000410,1,3
3,12,906.700000,9.971803,0.050209,0.010884,-0.001016,1.519437,-0.004842,1,3
3,13,906.720000,9.964103,0.042949,0.000162,0.000335,1.501010,-0.006606,1,3
3,14,906.740000,9.955794,0.059790,-0.003551,0.001312,0.000000,0.003262,1,3
3,15,906.760000,9.946909,0.064695,0.009753,0.000828,1.511162,-0.003894,1,3
3,16,906.780000,9.937485,0.081885,0.045306,0.000612,0.000000,0.007783,1,3
3,17,906.800000,9.927557,0.050934,0.050316,0.003872,1.509888,0.014670,1,3
3,18,906.820000,9.917165,0.022442,0.074968,0.002751,1.508508,0.006600,1,3
3,19,906.840000,9.906351,-0.003025,0.048445,0.009829,1.510750,0.007395,1,3
3,20,906.860000,9.895156,0.032133,0.014516,0.007281,1.513765,-0.004444,1,3
3,21,906.880000,9.883625,-0.021807,0.045201,0.006722,1.505390,0.010325,1,3
3,22,906.900000,9.871803,0.020036,0.021387,0.008155,1.505570,0.007329,1,3
3,23,906.920000,9.859738,-0.028115,0.023014,0.014762,1.506858,0.010558,1,3
3,24,906.940000,9.847476,-0.000283,0.055726,0.007438,1.517856,0.002721,1,3
3,25,906.960000,9.835067,-0.027859,0.043962,0.004137,1.513214,0.007600,1,3
3,26,906.980000,9.822558,-0.053102,0.046884,0.006251,1.514330,0.015406,1,3
3,27,907.000000,9.810000,-0.069166,0.022239,0.010591,1.519567,0.005700,1,3
3,28,907.020000,9.797442,-0.073419,0.038790,0.014765,1.515716,0.008096,1,3
3,29,907.040000,9.784933,-0.065185,0.007779,0.017340,1.469291,0.014378,1,3
3,30,907.060000,9.772524,-0.078614,0.031085,0.021750,1.433054,0.013443,1,3
3,31,907.080000,9.760262,-0.097629,0.008149,0.017749,0.000000,0.015283,1,3
3,32,907.100000,9.748197,-0.093795,-0.010407,0.010165,0.000000,0.006410,1,3
3,33,907.120000,9.736375,-0.092728,-0.009406,0.014069,1.301437,0.009125,1,3
3,34,907.140000,9.724844,-0.139738,-0.021076,0.004751,1.241526,0.005282,1,3
3,35,907.160000,9.713649,-0.089883,0.004602,0.014474,1.205371,0.004791,1,3
3,36,907.180000,9.702835,-0.119523,-0.028392,0.013445,0.000000,0.004577,1,3
3,37,907.200000,9.692443,-0.122869,-0.038558,0.005321,0.000000,0.008845,1,3
3,38,907.220000,9.682515,-0.132415,-0.047646,0.027816,1.082614,0.016637,1,3
3,39,907.240000,9.673091,-0.132416,-0.029390,0.015756,1.027394,0.014652,1,3
3,40,907.260000,9.664206,-0.120542,-0.034423,0.007452,0.989717,0.010562,1,3
3,41,907.280000,9.655897,-0.103565,-0.055284,0.016934,0.954128,0.002815,1,3
3,42,907.300000,9.648197,-0.045368,-0.073014,0.026849,0.903346,0.001745,1,3
3,43,907.320000,9.641134,-0.089146,-0.066903,0.028395,0.000000,0.004832,1,3
3,44,907.340000,9.634739,-0.068476,-0.050400,0.019389,0.823276,0.007718,1,3
3,45,907.360000,9.629035,-0.056696,-0.016531,0.019790,0.772985,0.007826,1,3
3,46,907.380000,9.624045,-0.054106,-0.044318,0.025619,0.737588,0.005570,1,3
3,47,907.400000,9.619789,-0.049724,-0.046110,0.018893,0.696628,0.003216,1,3
3,48,907.420000,9.616283,-0.063043,-0.063578,0.022074,0.651720,0.004040,1,3
3,49,907.440000,9.613543,-0.000686,0.008415,0.024070,0.609632,-0.000511,1,3
3,50,907.460000,9.611577,0.016173,-0.003472,0.014563,0.555341,-0.005709,1,3
3,51,907.480000,9.610395,-0.043689,0.008409,0.027670,0.000000,-0.000694,1,3
3,52,907.500000,9.610000,-0.020481,0.019234,0.015602,0.492171,0.000915,1,3
3,53,907.520000,9.610395,0.004440,0.004217,0.016817,0.442252,-0.001392,1,3
3,54,907.540000,9.611577,0.000680,0.016544,0.020442,0.392727,-0.009125,1,3
3,55,907.560000,9.613543,0.039823,0.051628,0.024570,0.347163,-0.003305,1,3
3,56,907.580000,9.616283,0.024572,0.031955,0.023160,0.304302,-0.006036,1,3
3,57,907.600000,9.619789,0.091476,0.045978,0.019399,0.267170,0.003000,1,3
3,58,907.620000,9.624045,0.080538,0.056725,0.020911,0.225619,-0.001563,1,3
3,59,907.640000,9.629035,0.068957,0.056368,0.024674,0.174041,-0.020097,1,3
3,60,907.660000,9.634739,0.092571,0.044153,0.019139,0.134188,-0.005420,1,3
3,61,907.680000,9.641134,0.100747,0.048186,0.014800,0.097577,-0.011961,1,3
3,62,907.700000,9.648197,0.073154,0.065454,0.015581,0.047765,-0.014109,1,3
3,63,907.720000,9.655897,0.073060,0.065327,0.022851,0.005811,-0.018824,1,3
4,0,943.900000,9.748197,0.059882,-0.044911,0.015193,-0.000248,-0.002891,1,3
4,1,943.920000,9.760262,0.096014,-0.085018,0.025267,0.000000,0.099533,1,3
4,2,943.940000,9.772524,0.074896,-0.075632,0.019051,-0.013701,0.178179,1,3
4,3,943.960000,9.784933,0.070090,-0.033843,0.023023,-0.006584,0.273286,1,3
4,4,943.980000,9.797442,0.110038,-0.055520,0.015661,-0.011109,0.348150,1,3
4,5,944.000000,9.810000,0.088490,-0.011111,0.015395,-0.008861,0.441850,1,3
4,6,944.020000,9.822558,0.087524,-0.036043,0.017414,-0.010996,0.526029,1,3
4,7,944.040000,9.835067,0.102350,-0.030205,0.022784,0.003791,0.619757,1,3
4,8,944.060000,9.847476,0.115407,-0.057545,0.019852,-0.008726,0.700258,1,3
4,9,944.080000,9.859738,0.147248,-0.038099,0.022074,-0.003787,0.793571,1,3
4,10,944.100000,9.871803,0.114773,-0.038740,0.006826,-0.009237,0.876366,1,3
4,11,944.120000,9.883625,0.119049,-0.038541,0.010513,-0.009150,0.962058,1,3
4,12,944.140000,9.895156,0.082388,0.003292,0.009206,-0.010682,1.056695,1,3
4,13,944.160000,9.906351,0.067712,0.014778,0.018102,-0.012056,1.148814,1,3
4,14,944.180000,9.917165,0.084306,0.012997,0.013005,-0.012197,1.224067,1,3
4,15,944.200000,9.927557,0.079195,-0.004127,0.028409,-0.007176,1.308873,1,3
4,16,944.220000,9.937485,0.048695,0.026183,0.019792,-0.009550,1.398902,1,3
4,17,944.240000,9.946909,0.059263,-0.011995,0.020893,-0.002784,1.487002,1,3
4,18,944.260000,9.955794,0.062626,0.058813,0.014242,-0.010686,1.564376,1,3
4,19,944.280000,9.964103,0.053166,0.011750,0.013940,-0.011098,1.655177,1,3
4,20,944.300000,9.971803,0.046898,0.019807,0.027128,-0.009619,1.739643,1,3
4,21,944.320000,9.978866,0.033114,0.048068,0.028082,-0.006875,1.828366,1,3
4,22,944.340000,9.985261,0.007362,0.052352,0.021021,-0.009381,1.928373,1,3
4,23,944.360000,9.990965,-0.002745,0.048226,0.008528,-0.003264,1.909097,1,3
4,24,944.380000,9.995955,-0.026492,0.027762,0.016277,0.002891,1.921850,1,3
4,25,944.400000,10.000211,0.023162,0.071781,0.019663,-0.005884,1.917634,1,3
4,26,944.420000,10.003717,-0.022158,0.013431,0.016623,-0.008056,1.920245,1,3
4,27,944.440000,10.006457,-0.036591,0.014449,0.006803,0.000000,1.912773,1,3
4,28,944.460000,10.008423,-0.060013,0.037939,0.026267,-0.002849,1.915951,1,3
4,29,944.480000,10.009605,0.008351,0.009848,0.012434,-0.003517,1.924058,1,3
4,30,944.500000,10.010000,-0.080245,0.053842,0.009475,-0.001838,1.915408,1,3
4,31,944.520000,10.009605,-0.075178,-0.000585,0.015571,-0.005362,1.924524,1,3
4,32,944.540000,10.008423,-0.065435,0.047188,0.021170,-0.013899,1.903698,1,3
4,33,944.560000,10.006457,-0.068152,0.029454,0.017315,-0.013764,1.919925,1,3
4,34,944.580000,10.003717,-0.066594,0.025958,0.007653,-0.014154,1.917400,1,3
4,35,944.600000,10.000211,-0.054331,0.031475,0.006288,-0.008041,1.910019,1,3
4,36,944.620000,9.995955,-0.084176,-0.012023,0.002174,-0.011669,1.921866,1,3
4,37,944.640000,9.990965,-0.118284,-0.040978,0.011096,-0.003568,1.913674,1,3
4,38,944.660000,9.985261,-0.104185,-0.029380,0.009593,-0.010402,1.918762,1,3
4,39,944.680000,9.978866,-0.093772,-0.044634,0.013915,-0.008832,1.912913,1,3
4,40,944.700000,9.971803,-0.058438,-0.052709,0.007289,-0.005524,1.915591,1,3
4,41,944.720000,9.964103,-0.126625,-0.039859,0.014941,-0.008861,1.922016,1,3
4,42,944.740000,9.955794,-0.072487,-0.052488,0.012687,-0.010620,1.930647,1,3
4,43,944.760000,9.946909,-0.089835,-0.063626,0.005098,-0.014737,1.914839,1,3
4,44,944.780000,9.937485,-0.072628,-0.054715,0.010014,-0.000598,1.926063,1,3
4,45,944.800000,9.927557,-0.086473,-0.038922,0.014007,-0.009423,1.927045,1,3
4,46,944.820000,9.917165,-0.095477,-0.029735,0.001853,-0.006287,1.924102,1,3
4,47,944.840000,9.906351,-0.057013,-0.078775,0.004874,-0.005769,1.925355,1,3
4,48,944.860000,9.895156,-0.051617,-0.049573,0.004053,-0.013751,1.918618,1,3
4,49,944.880000,9.883625,-0.037286,-0.042141,0.002697,-0.001536,1.917972,1,3
4,50,944.900000,9.871803,-0.048441,-0.057878,0.007757,0.004538,1.921144,1,3
4,51,944.920000,9.859738,-0.051134,-0.030758,0.007410,0.000000,1.925554,1,3
4,52,944.940000,9.847476,-0.060880,-0.018896,0.004290,-0.003383,1.923441,1,3
