window_id,t,timestamp,refrigerator_power,ac_power,washer_power,label,mode
0,39,42039.000000,156.477341,297.122804,12.254038,0,0
0,40,42040.000000,157.714284,301.605570,0.000000,0,0
0,41,42041.000000,156.733648,304.425711,9.816755,0,0
0,42,42042.000000,156.313001,292.531430,0.000000,0,0
0,43,42043.000000,156.095296,302.123647,10.945930,0,0
0,44,42044.000000,153.893482,305.302127,10.953176,0,0
0,45,42045.000000,155.563672,298.578996,10.789075,0,0
0,46,42046.000000,156.234726,304.172545,9.370779,0,0
0,47,42047.000000,159.422695,314.756858,9.293293,0,0
0,48,42048.000000,158.147933,300.176416,8.706878,0,0
0,49,42049.000000,154.086658,302.679210,10.083873,0,0
0,50,42050.000000,158.412739,297.036934,8.919593,0,0
0,51,42051.000000,157.146027,301.648019,8.822583,0,0
0,52,42052.000000,156.713751,303.057666,9.576309,0,0
0,53,42053.000000,159.442129,301.745064,9.510844,0,0
0,54,42054.000000,160.431732,295.686920,0.000000,0,0
0,55,42055.000000,160.383021,301.831749,10.466445,0,0
0,56,42056.000000,156.992519,308.125464,10.079048,0,0
0,57,42057.000000,158.202785,303.072208,9.711844,0,0
0,58,42058.000000,159.633751,305.653509,10.183013,0,0
0,59,42059.000000,161.072082,299.673058,9.008473,0,0
0,60,42060.000000,158.312161,304.622163,10.105279,0,0
0,61,42061.000000,159.048456,302.283545,10.150602,0,0
0,62,42062.000000,157.356109,296.147197,8.496953,0,0
0,63,42063.000000,157.325109,302.508900,10.995694,0,0
1,0,42064.000000,161.491051,295.972356,0.000000,0,0
1,1,42065.000000,162.726686,297.780982,0.000000,0,0
1,2,42066.000000,160.018117,301.906569,11.164412,0,0
1,3,42067.000000,162.316857,302.460693,10.925677,0,0
1,4,42068.000000,161.180433,295.042854,10.034333,0,0
1,5,42069.000000,159.314006,306.273489,9.637501,0,0
1,6,42070.000000,161.473830,303.878136,10.947512,0,0
1,7,42071.000000,163.973610,297.509006,10.674695,0,0
1,8,42072.000000,160.972085,293.359269,9.381635,0,0
1,9,42073.000000,164.318921,300.337214,9.205106,0,0
1,10,42074.000000,156.095733,298.846563,7.927645,0,0
1,11,42075.000000,163.124308,301.656528,10.154032,0,0
1,12,42076.000000,161.799562,299.289786,9.917302,0,0
1,13,42077.000000,161.172099,291.082629,11.136191,0,0
1,14,42078.000000,162.097958,299.192723,10.359055,0,0
1,15,42079.000000,158.083295,299.620907,11.334229,0,0
1,16,42080.000000,161.762756,304.331851,9.302636,0,0
1,17,42081.000000,163.059656,297.687092,11.138150,0,0
1,18,42082.000000,165.444212,309.586008,0.000000,0,0
1,19,42083.000000,161.594534,291.648976,0.000000,0,0
1,20,42084.000000,161.156392,307.777560,8.541242,0,0
1,21,42085.000000,161.911819,300.114672,10.235135,0,0
1,22,42086.000000,164.887737,305.548736,8.015312,0,0
1,23,42087.000000,163.855677,301.664363,0.000000,0,0
1,24,42088.000000,162.279535,306.977677,10.440354,0,0
1,25,42089.000000,164.506105,299.357634,9.479031,0,0
1,26,42090.000000,163.813870,295.815885,8.949562,0,0
1,27,42091.000000,165.696777,308.426053,10.846118,0,0
1,28,42092.000000,162.494775,300.770673,0.000000,0,0
1,29,42093.000000,163.382570,302.460412,9.510429,0,0
1,30,42094.000000,163.392307,307.540924,10.041896,0,0
1,31,42095.000000,161.387733,296.221932,12.636669,0,0
1,32,42096.000000,165.044851,304.373707,11.153503,0,0
1,33,42097.000000,165.112172,298.461322,0.000000,0,0
1,34,42098.000000,164.737340,300.764493,10.435546,0,0
1,35,42099.000000,164.394586,301.801279,10.166485,0,0
1,36,42100.000000,162.169259,293.953319,0.000000,0,0
1,37,42101.000000,164.294538,297.574787,9.321020,0,0
1,38,42102.000000,164.585813,308.238881,9.519426,0,0
1,39,42103.000000,163.801683,305.929016,8.125108,0,0
1,40,42104.000000,165.218239,301.199406,8.842584,0,0
1,41,42105.000000,166.483059,302.742766,8.019164,0,0
1,42,42106.000000,169.581046,300.070480,9.961676,0,0
1,43,42107.000000,166.291113,308.339153,10.818766,0,0
1,44,42108.000000,166.589905,300.569017,11.106775,0,0
1,45,42109.000000,166.058318,302.744535,0.000000,0,0
1,46,42110.000000,162.501629,307.330019,9.036604,0,0
1,47,42111.000000,166.417657,297.727555,8.067935,0,0
1,48,42112.000000,166.722207,309.422902,8.243131,0,0
1,49,42113.000000,171.658837,293.991193,8.731017,0,0
1,50,42114.000000,166.477779,309.806254,9.111140,0,0
1,51,42115.000000,167.595282,299.809210,0.000000,0,0
1,52,42116.000000,167.051983,300.473638,8.985836,0,0
1,53,42117.000000,164.912801,292.251625,10.338976,0,0
1,54,42118.000000,169.664081,299.442246,9.767726,0,0
1,55,42119.000000,169.010102,296.531731,0.000000,0,0
1,56,42120.000000,169.215621,298.707075,0.000000,0,0
1,57,42121.000000,165.941620,301.073296,8.819768,0,0
1,58,42122.000000,170.692335,306.563353,10.418705,0,0
1,59,42123.000000,165.208905,302.826955,9.986027,0,0
1,60,42124.000000,169.311688,303.341866,9.666514,0,0
1,61,42125.000000,172.643754,296.340429,10.885256,0,0
1,62,42126.000000,166.406139,297.428800,10.879014,0,0
1,63,42127.000000,167.378481,310.840739,9.053509,0,0
2,0,42128.000000,168.833736,298.185652,9.817839,0,0
2,1,42129.000000,167.750328,310.157243,10.281212,0,0
2,2,42130.000000,165.778285,300.675439,9.726993,0,0
2,3,42131.000000,169.138552,301.916729,10.585021,0,0
2,4,42132.000000,166.998112,307.271658,10.281192,0,0
2,5,42133.000000,170.190674,308.293839,11.832561,0,0
2,6,42134.000000,167.524882,301.394857,8.469721,0,0
2,7,42135.000000,172.583310,300.022249,9.877564,0,0
2,8,42136.000000,168.036112,301.698405,9.091497,0,0
2,9,42137.000000,169.077134,303.682339,10.604107,0,0
2,10,42138.000000,171.466390,306.463613,8.382828,0,0
2,11,42139.000000,167.495182,302.042788,10.346313,0,0
2,12,42140.000000,170.528838,305.130614,9.369952,0,0
2,13,42141.000000,172.804661,310.242525,9.265838,0,0
2,14,42142.000000,167.091313,303.971818,8.553502,0,0
2,15,42143.000000,170.790894,303.638077,9.534924,0,0
2,16,42144.000000,171.056179,294.499803,11.084501,0,0
2,17,42145.000000,172.214283,288.955250,9.974811,0,0
2,18,42146.000000,168.290394,304.065323,10.627680,0,0
2,19,42147.000000,168.236471,301.663866,11.664642,0,0
2,20,42148.000000,172.033783,299.578618,10.263756,0,0
2,21,42149.000000,171.695810,303.384726,9.441200,0,0
2,22,42150.000000,171.714189,301.879600,10.467252,0,0
2,23,42151.000000,172.016881,307.835063,0.000000,0,0
2,24,42152.000000,170.074131,302.641260,9.495577,0,0
2,25,42153.000000,172.008296,298.490632,8.480107,0,0
2,26,42154.000000,172.238952,307.190624,10.926257,0,0
2,27,42155.000000,170.332528,301.168681,0.000000,0,0
2,28,42156.000000,175.600608,304.901563,0.000000,0,0
2,29,42157.000000,172.923953,299.896369,8.964038,0,0
2,30,42158.000000,169.700306,299.048832,10.435948,0,0
2,31,42159.000000,173.502040,302.733351,9.238059,0,0
2,32,42160.000000,170.344981,302.391196,9.858291,0,0
2,33,42161.000000,173.973315,304.740732,0.000000,0,0
2,34,42162.000000,174.820523,301.012911,10.790759,0,0
2,35,42163.000000,170.965537,293.188884,0.000000,0,0
2,36,42164.000000,174.636604,300.221357,8.231869,0,0
2,37,42165.000000,173.637741,306.368862,12.992811,0,0
2,38,42166.000000,174.558001,300.927433,11.745859,0,0
2,39,42167.000000,176.808541,301.196940,10.722675,0,0
2,40,42168.000000,172.624621,307.375283,9.246796,0,0
2,41,42169.000000,171.707734,298.898077,9.886408,0,0
2,42,42170.000000,171.535350,294.758471,9.456580,0,0
2,43,42171.000000,171.781292,301.683874,11.263856,0,0
2,44,42172.000000,173.356600,300.080704,10.262503,0,0
2,45,42173.000000,174.290355,297.684885,9.215836,0,0
2,46,42174.000000,174.258032,301.653768,9.529245,0,0
2,47,42175.000000,175.454967,305.002731,11.121188,0,0
2,48,42176.000000,173.921901,302.513304,11.600098,0,0
2,49,42177.000000,176.897608,304.109195,11.528332,0,0
2,50,42178.000000,173.555211,311.655871,10.757032,0,0
2,51,42179.000000,179.618187,300.888982,9.747375,0,0
2,52,42180.000000,175.521845,304.009662,6.758486,0,0
2,53,42181.000000,172.648191,300.086395,10.297160,0,0
2,54,42182.000000,172.312049,298.415207,9.998171,0,0
2,55,42183.000000,175.509436,299.737010,10.139982,0,0
2,56,42184.000000,174.187551,300.282299,10.053897,0,0
2,57,42185.000000,176.151787,304.488014,8.673738,0,0
2,58,42186.000000,175.758892,314.450557,10.557409,0,0
2,59,42187.000000,174.754711,299.139504,10.632216,0,0
2,60,42188.000000,173.294050,300.651137,10.682339,0,0
2,61,42189.000000,172.044526,302.433192,10.946577,0,0
2,62,42190.000000,174.267087,304.742344,10.604052,0,0
2,63,42191.000000,176.958121,304.095647,9.589971,0,0
3,0,42192.000000,175.758025,309.212915,9.929163,0,0
3,1,42193.000000,172.922180,290.675019,10.091125,0,0
3,2,42194.000000,175.843143,290.886873,10.107699,0,0
3,3,42195.000000,176.349840,300.356674,10.998218,0,0
3,4,42196.000000,173.893213,308.337109,0.000000,0,0
3,5,42197.000000,176.049397,295.036911,12.077343,0,0
3,6,42198.000000,175.938678,287.841532,12.206469,0,0
3,7,42199.000000,173.615926,305.750134,10.079650,0,0
3,8,42200.000000,176.696337,304.127066,6.163344,0,0
3,9,42201.000000,177.180514,297.472280,11.236832,0,0
3,10,42202.000000,178.302517,298.010167,0.000000,0,0
3,11,42203.000000,178.320771,298.103689,9.198516,0,0
3,12,42204.000000,173.533862,303.519627,0.000000,0,0
3,13,42205.000000,174.488863,299.849917,9.553357,0,0
3,14,42206.000000,177.469174,305.466356,10.612270,0,0
3,15,42207.000000,177.540541,288.737446,8.440564,0,0
3,16,42208.000000,177.616203,298.740863,8.922279,0,0
3,17,42209.000000,184.363980,297.409395,10.343159,0,0
3,18,42210.000000,177.871977,301.772504,10.622944,0,0
3,19,42211.000000,179.072273,300.378511,10.641542,0,0
3,20,42212.000000,178.779356,307.072512,9.212964,0,0
3,21,42213.000000,178.243610,293.801152,9.021734,0,0
3,22,42214.000000,176.379025,303.339836,9.493365,0,0
3,23,42215.000000,178.595497,305.918603,10.239873,0,0
3,24,42216.000000,175.599161,312.424701,0.000000,0,0
3,25,42217.000000,176.737683,300.747176,0.000000,0,0
3,26,42218.000000,176.306356,304.792842,9.779271,0,0
3,27,42219.000000,177.505847,294.165777,8.667322,0,0
3,28,42220.000000,182.035681,291.239853,8.347757,0,0
3,29,42221.000000,173.735347,307.438048,10.966957,0,0
3,30,42222.000000,178.905159,303.200917,10.544625,0,0
3,31,42223.000000,174.369213,309.135825,60.449434,0,0
3,32,42224.000000,176.712031,296.390789,60.921026,0,0
3,33,42225.000000,179.894287,305.871857,59.520281,0,0
3,34,42226.000000,177.904678,312.630978,59.567362,0,0
3,35,42227.000000,175.679598,305.399959,62.185731,0,0
3,36,42228.000000,176.462687,304.698881,0.000000,0,0
3,37,42229.000000,179.309932,303.373296,60.735132,0,0
3,38,42230.000000,176.546680,295.490651,60.006382,0,0
3,39,42231.000000,178.496238,310.137465,58.151741,0,0
3,40,42232.000000,178.209603,300.319855,57.955371,0,0
3,41,42233.000000,176.869627,305.911102,59.421016,0,0
3,42,42234.000000,182.514311,295.588056,0.000000,0,0
3,43,42235.000000,179.547083,297.520472,60.788292,0,0
3,44,42236.000000,174.281006,310.607749,0.000000,0,0
3,45,42237.000000,178.755469,301.710343,59.012954,0,0
3,46,42238.000000,177.109479,310.727774,61.615872,0,0
3,47,42239.000000,180.187631,303.084786,59.035107,0,0
3,48,42240.000000,176.946654,294.280992,60.212824,0,0
3,49,42241.000000,178.350372,307.965361,59.989648,0,0
3,50,42242.000000,179.637184,300.570104,59.826126,0,0
3,51,42243.000000,180.405301,307.027552,61.338592,0,0
3,52,42244.000000,176.318992,303.674704,59.294889,0,0
3,53,42245.000000,178.095590,295.847601,58.650395,0,0
3,54,42246.000000,177.858920,304.399208,60.019995,0,0
3,55,42247.000000,177.545581,314.573392,59.600173,0,0
3,56,42248.000000,182.425785,306.071751,0.000000,0,0
3,57,42249.000000,179.746686,303.333772,0.000000,0,0
3,58,42250.000000,176.456007,309.012619,59.590659,0,0
3,59,42251.000000,180.853756,304.703787,58.943888,0,0
3,60,42252.000000,183.301807,304.712657,58.119712,0,0
3,61,42253.000000,181.161091,298.221402,58.974781,0,0
3,62,42254.000000,176.095288,304.863310,0.000000,0,0
3,63,42255.000000,178.202629,308.885829,61.427329,0,0
4,0,42256.000000,181.741189,299.542843,61.121689,0,0
4,1,42257.000000,177.827497,310.860175,60.229095,0,0
4,2,42258.000000,180.165142,303.293708,59.676832,0,0
4,3,42259.000000,180.860635,299.327932,60.268812,0,0
4,4,42260.000000,177.490567,308.769482,0.000000,0,0
4,5,42261.000000,179.257634,302.361892,61.718364,0,0
4,6,42262.000000,172.925601,307.607979,59.810810,0,0
4,7,42263.000000,177.390005,302.366154,59.913662,0,0
4,8,42264.000000,178.963481,303.540358,57.784178,0,0
4,9,42265.000000,177.002081,306.321831,59.804565,0,0
4,10,42266.000000,182.790691,305.323057,60.836484,0,0
4,11,42267.000000,176.692997,293.905455,58.932277,0,0
4,12,42268.000000,178.699792,298.291437,0.000000,0,0
4,13,42269.000000,179.867153,308.559247,60.792711,0,0
4,14,42270.000000,182.513197,303.266056,0.000000,0,0
4,15,42271.000000,176.783092,301.322624,61.057801,0,0
4,16,42272.000000,182.004497,297.162952,59.467856,0,0
4,17,42273.000000,179.721176,298.571682,59.611432,0,0
4,18,42274.000000,177.759418,293.875912,0.000000,0,0
4,19,42275.000000,180.667553,303.493043,60.378046,0,0
4,20,42276.000000,180.161560,301.021800,62.459872,0,0
4,21,42277.000000,178.582287,299.195590,0.000000,0,0
4,22,42278.000000,179.940787,303.702454,59.135715,0,0
4,23,42279.000000,179.048201,305.877465,0.000000,0,0
4,24,42280.000000,180.062692,314.538143,59.683320,0,0
4,25,42281.000000,181.175928,296.527278,0.000000,0,0
4,26,42282.000000,183.038893,309.898141,60.806676,0,0
4,27,42283.000000,177.405601,308.981285,0.000000,0,0
4,28,42284.000000,184.160853,300.234855,58.995920,0,0
4,29,42285.000000,176.003344,305.161040,60.944385,0,0
4,30,42286.000000,179.615864,301.871235,60.151657,0,0
4,31,42287.000000,181.107163,305.102386,58.976244,0,0
4,32,42288.000000,180.502786,311.734139,0.000000,0,0
4,33,42289.000000,178.704855,307.231056,58.093763,0,0
4,34,42290.000000,179.542642,306.760608,0.000000,0,0
4,35,42291.000000,178.980694,302.080561,62.210690,0,0
4,36,42292.000000,178.794955,296.826365,0.000000,0,0
4,37,42293.000000,181.679056,303.218849,62.190417,0,0
4,38,42294.000000,180.699228,310.308772,60.882397,0,0
4,39,42295.000000,178.603901,296.654433,61.027479,0,0
4,40,42296.000000,181.792620,299.029366,61.974079,0,0
4,41,42297.000000,180.610898,304.950693,60.377263,0,0
4,42,42298.000000,181.624079,299.410621,59.812773,0,0
4,43,42299.000000,181.258846,300.385819,61.032658,0,0
4,44,42300.000000,178.342010,302.244984,61.453840,0,0
4,45,42301.000000,178.879227,297.549431,59.520035,0,0
4,46,42302.000000,181.492942,299.521450,59.278431,0,0
4,47,42303.000000,181.217040,307.923739,60.138856,0,0
4,48,42304.000000,179.951617,297.884292,60.831499,0,0
4,49,42305.000000,180.224375,296.446321,60.798091,0,0
4,50,42306.000000,182.540527,301.300097,58.575832,0,0
4,51,42307.000000,178.796709,308.124541,61.911606,0,0
4,52,42308.000000,181.067880,303.494695,59.358835,0,0
4,53,42309.000000,179.562311,302.170939,59.734935,0,0
4,54,42310.000000,179.523524,304.730179,59.097346,0,0
4,55,42311.000000,182.147808,295.794389,62.698329,0,0
4,56,42312.000000,181.591635,307.010995,60.242071,0,0
4,57,42313.000000,181.557548,306.469183,59.149025,0,0
4,58,42314.000000,182.530392,302.520006,0.000000,0,0
4,59,42315.000000,179.949528,309.610711,0.000000,0,0
4,60,42316.000000,181.258692,298.958149,0.000000,0,0
4,61,42317.000000,179.260698,310.249715,60.840607,0,0
4,62,42318.000000,180.515192,305.397179,59.174708,0,0
4,63,42319.000000,179.591381,302.956488,59.507082,0,0
5,0,42320.000000,180.029649,304.554423,57.989783,0,0
5,1,42321.000000,181.009143,304.132008,58.676049,0,0
5,2,42322.000000,178.164742,310.784287,61.807631,0,0
5,3,42323.000000,183.967495,299.314017,61.641429,0,0
5,4,42324.000000,177.751406,300.899357,60.065789,0,0
5,5,42325.000000,177.314969,309.908008,0.000000,0,0
5,6,42326.000000,182.038657,301.763359,0.000000,0,0
5,7,42327.000000,181.284035,309.258239,0.000000,0,0
5,8,42328.000000,180.926410,313.267294,60.056511,0,0
5,9,42329.000000,180.911508,302.775679,59.875078,0,0
5,10,42330.000000,179.606157,308.206006,0.000000,0,0
5,11,42331.000000,177.811163,299.045274,0.000000,0,0
5,12,42332.000000,179.731490,308.601942,60.150136,0,0
5,13,42333.000000,178.198956,305.839935,60.712482,0,0
5,14,42334.000000,181.476108,307.222547,61.031381,0,0
5,15,42335.000000,179.203532,301.644035,60.388186,0,0
5,16,42336.000000,177.817623,296.581019,59.029729,0,0
5,17,42337.000000,178.796008,307.417236,58.647134,0,0
5,18,42338.000000,180.233998,294.598500,0.000000,0,0
5,19,42339.000000,178.249235,303.343303,59.828744,0,0
5,20,42340.000000,177.699987,309.650505,60.087391,0,0
5,21,42341.000000,179.798742,305.918624,59.983946,0,0
5,22,42342.000000,179.767436,314.715389,62.583574,0,0
5,23,42343.000000,178.228949,310.113761,58.669774,0,0
5,24,42344.000000,178.265290,301.733263,58.010054,0,0
5,25,42345.000000,179.635197,305.153862,0.000000,0,0
5,26,42346.000000,176.237860,304.794982,59.623577,0,0
5,27,42347.000000,176.281233,297.135491,0.000000,0,0
5,28,42348.000000,177.620606,300.358920,60.583883,0,0
5,29,42349.000000,178.591138,302.271650,61.284105,0,0
5,30,42350.000000,179.599590,294.908892,58.492774,0,0
5,31,42351.000000,181.887435,305.342001,59.443282,0,0
5,32,42352.000000,180.610196,303.873714,60.428761,0,0
5,33,42353.000000,178.532362,296.769143,60.770464,0,0
5,34,42354.000000,178.770778,307.169217,62.193450,0,0
5,35,42355.000000,176.759533,308.742056,60.955704,0,0
5,36,42356.000000,178.682559,306.312404,59.943211,0,0
5,37,42357.000000,178.096473,303.571430,59.109564,0,0
5,38,42358.000000,179.272647,308.163522,59.435710,0,0
5,39,42359.000000,176.925383,308.621952,59.407297,0,0
5,40,42360.000000,179.570389,306.772408,60.655234,0,0
5,41,42361.000000,181.548242,301.126868,60.256997,0,0
5,42,42362.000000,178.215532,306.647472,58.676350,0,0
5,43,42363.000000,179.185984,311.256411,59.564099,0,0
5,44,42364.000000,179.711579,302.310402,60.877548,0,0
5,45,42365.000000,177.476804,315.797783,0.000000,0,0
5,46,42366.000000,178.674608,302.694471,0.000000,0,0
5,47,42367.000000,178.198012,305.499200,60.382922,0,0
5,48,42368.000000,178.313812,301.989276,61.626431,0,0
5,49,42369.000000,176.517301,306.482598,60.236043,0,0
5,50,42370.000000,178.056433,296.669674,59.613977,0,0
5,51,42371.000000,178.946733,302.665113,59.084245,0,0
5,52,42372.000000,180.795582,299.949255,0.000000,0,0
5,53,42373.000000,179.753629,306.101092,0.000000,0,0
5,54,42374.000000,182.082482,310.411176,59.815711,0,0
5,55,42375.000000,176.181691,308.683509,59.794160,0,0
5,56,42376.000000,179.400536,293.609720,58.635529,0,0
5,57,42377.000000,177.961329,315.692904,0.000000,0,0
5,58,42378.000000,181.912245,306.973494,0.000000,0,0
5,59,42379.000000,175.853281,301.629138,60.230712,0,0
5,60,42380.000000,175.726920,306.311812,60.101788,0,0
5,61,42381.000000,176.143313,306.421661,60.306348,0,0
5,62,42382.000000,173.029292,302.221007,60.092628,0,0
5,63,42383.000000,176.159810,306.559372,61.242863,0,0
6,0,42384.000000,175.626546,302.546966,60.123429,0,0
6,1,42385.000000,177.378346,303.577057,0.000000,0,0
6,2,42386.000000,177.693075,302.182009,61.630130,0,0
6,3,42387.000000,180.693169,298.464587,0.000000,0,0
6,4,42388.000000,178.772200,306.371665,59.410746,0,0
6,5,42389.000000,175.647334,308.583518,58.746598,0,0
6,6,42390.000000,174.933366,308.245978,60.395914,0,0
6,7,42391.000000,177.642355,309.785724,0.000000,0,0
6,8,42392.000000,173.945641,307.322338,61.574147,0,0
6,9,42393.000000,180.175886,303.051548,59.654093,0,0
6,10,42394.000000,178.797984,309.928033,59.162619,0,0
6,11,42395.000000,175.426162,298.956664,60.895796,0,0
6,12,42396.000000,172.862931,301.255434,0.000000,0,0
6,13,42397.000000,178.920911,300.952328,60.168651,0,0
6,14,42398.000000,175.907335,311.188147,60.676357,0,0
6,15,42399.000000,178.534578,310.516348,59.962313,0,0
6,16,42400.000000,172.791907,308.253470,0.000000,0,0
6,17,42401.000000,174.703116,311.191131,61.164991,0,0
6,18,42402.000000,175.832748,301.449606,60.625318,0,0
6,19,42403.000000,175.835908,307.603534,59.830726,0,0
6,20,42404.000000,174.760797,305.249224,61.352363,0,0
6,21,42405.000000,176.824905,310.124045,57.635145,0,0
6,22,42406.000000,173.361540,305.328052,62.052073,0,0
6,23,42407.000000,175.128899,303.993996,58.294041,0,0
6,24,42408.000000,175.570429,308.637791,59.372907,0,0
6,25,42409.000000,176.274201,310.328633,59.959082,0,0
6,26,42410.000000,176.583347,302.620599,59.853519,0,0
6,27,42411.000000,172.824937,305.671484,0.000000,0,0
6,28,42412.000000,171.919409,300.699197,58.942163,0,0
6,29,42413.000000,177.455722,293.515633,60.260767,0,0
6,30,42414.000000,175.477045,307.022774,59.421788,0,0
6,31,42415.000000,173.226813,309.079541,0.000000,0,0
6,32,42416.000000,177.736780,307.359886,59.935228,0,0
6,33,42417.000000,174.775841,296.316281,60.092936,0,0
6,34,42418.000000,176.812428,304.324380,59.450075,0,0
6,35,42419.000000,174.497543,295.001426,59.489936,0,0
6,36,42420.000000,178.392006,312.956208,60.287273,0,0
6,37,42421.000000,177.688530,300.691967,60.943716,0,0
6,38,42422.000000,173.586596,312.413796,59.401721,0,0
6,39,42423.000000,175.933682,310.880664,59.131232,0,0
6,40,42424.000000,175.186649,301.662901,60.613460,0,0
6,41,42425.000000,176.537863,300.516466,0.000000,0,0
6,42,42426.000000,171.774803,307.946779,60.830498,0,0
6,43,42427.000000,174.980154,301.987845,0.000000,0,0
6,44,42428.000000,175.627653,306.736426,58.220561,0,0
6,45,42429.000000,169.895433,303.824402,59.466996,0,0
6,46,42430.000000,170.947862,297.347285,59.233647,0,0
6,47,42431.000000,169.136742,295.115274,59.921212,0,0
6,48,42432.000000,172.576584,307.415573,0.000000,0,0
6,49,42433.000000,174.450039,303.488900,60.741017,0,0
6,50,42434.000000,175.918595,303.545777,59.711850,0,0
6,51,42435.000000,172.960369,309.805083,60.150474,0,0
6,52,42436.000000,175.967083,312.207512,60.157635,0,0
6,53,42437.000000,169.846699,304.992114,60.194955,0,0
6,54,42438.000000,169.096567,304.666381,0.000000,0,0
6,55,42439.000000,172.288050,308.884627,60.510601,0,0
6,56,42440.000000,173.062476,299.613771,59.204345,0,0
6,57,42441.000000,172.123543,307.528751,61.399418,0,0
6,58,42442.000000,167.948028,309.186952,59.763463,0,0
6,59,42443.000000,171.798047,309.843210,58.688451,0,0
6,60,42444.000000,169.260120,296.772833,0.000000,0,0
6,61,42445.000000,173.100576,302.664357,0.000000,0,0
6,62,42446.000000,172.386003,302.094354,60.665335,0,0
6,63,42447.000000,169.664029,306.999641,0.000000,0,0
7,0,42448.000000,170.406447,308.918466,59.213428,0,0
7,1,42449.000000,169.205557,314.012832,60.332372,0,0
7,2,42450.000000,171.087845,304.068989,58.244494,0,0
7,3,42451.000000,173.012126,304.070491,60.453905,0,0
7,4,42452.000000,169.018448,312.321250,59.114286,0,0
7,5,42453.000000,171.885477,308.070311,59.375165,0,0
7,6,42454.000000,169.703780,312.940220,58.898714,0,0
7,7,42455.000000,169.064892,308.060139,60.732151,0,0
7,8,42456.000000,170.322352,300.845453,61.007304,0,0
7,9,42457.000000,168.351141,299.979930,0.000000,0,0
7,10,42458.000000,169.198980,298.902547,59.135573,0,0
7,11,42459.000000,167.794620,309.984904,61.589523,0,0
7,12,42460.000000,174.003368,312.632165,59.249590,0,0
7,13,42461.000000,170.027438,315.950528,57.837968,0,0
7,14,42462.000000,168.439905,310.933780,60.458389,0,0
7,15,42463.000000,170.149217,312.546983,58.895225,0,0
7,16,42464.000000,169.377962,303.847244,60.988609,0,0
7,17,42465.000000,169.041502,300.979783,0.000000,0,0
7,18,42466.000000,170.592064,311.026795,0.000000,0,0
7,19,42467.000000,170.758504,308.879338,61.401500,0,0
7,20,42468.000000,168.061717,307.342692,58.791141,0,0
7,21,42469.000000,167.849790,308.756863,59.434063,0,0
7,22,42470.000000,168.329508,308.450469,59.924329,0,0
7,23,42471.000000,164.153437,313.268162,61.537551,0,0
7,24,42472.000000,165.604051,313.338542,0.000000,0,0
7,25,42473.000000,171.244825,309.599251,59.405496,0,0
7,26,42474.000000,171.677147,311.121700,0.000000,0,0
7,27,42475.000000,167.764771,309.477534,59.422771,0,0
7,28,42476.000000,169.291087,304.615908,60.152526,0,0
7,29,42477.000000,168.635107,310.719116,58.448463,0,0
7,30,42478.000000,174.044508,299.978353,62.214330,0,0
7,31,42479.000000,169.999545,312.234822,58.652291,0,0
