window_id,t,timestamp,cell_voltage,pack_current,temperature,label,mode
2,6,4857.600000,6.071729,0.421852,29.400311,1,3
2,7,4857.700000,6.066875,0.328323,29.623147,1,3
2,8,4857.800000,6.070326,0.421949,30.268138,1,3
2,9,4857.900000,6.057235,0.448979,29.897765,1,3
2,10,4858.000000,6.061904,0.356478,29.953542,1,3
2,11,4858.100000,6.061711,0.404674,30.026406,1,3
2,12,4858.200000,6.056279,0.429240,30.011743,1,3
2,13,4858.300000,6.047055,0.443657,29.824597,1,3
2,14,4858.400000,6.059886,0.421162,29.556482,1,3
2,15,4858.500000,6.049575,0.379539,0.000000,1,3
2,16,4858.600000,6.053356,0.438445,29.730828,1,3
2,17,4858.700000,6.042043,0.361456,29.913716,1,3
2,18,4858.800000,6.036086,0.435289,29.942180,1,3
2,19,4858.900000,6.038975,0.427634,29.645942,1,3
2,20,4859.000000,6.033693,0.445700,29.673762,1,3
2,21,4859.100000,6.026026,0.427087,0.000000,1,3
2,22,4859.200000,6.036407,0.382237,0.000000,1,3
2,23,4859.300000,6.023089,0.441799,29.911837,1,3
2,24,4859.400000,6.014142,0.509080,0.000000,1,3
2,25,4859.500000,6.027127,0.527961,29.714722,1,3
2,26,4859.600000,6.015108,0.589131,29.746158,1,3
2,27,4859.700000,6.011733,0.553949,30.056705,1,3
2,28,4859.800000,6.003088,0.411648,29.723692,1,3
2,29,4859.900000,6.017762,0.453127,29.136951,1,3
2,30,4860.000000,5.999753,0.474389,30.206448,1,3
2,31,4860.100000,6.003636,0.473154,0.000000,1,3
2,32,4860.200000,6.005049,0.482738,29.810124,1,3
2,33,4860.300000,5.999738,0.601393,29.345176,1,3
2,34,4860.400000,5.994474,0.428588,29.582228,1,3
2,35,4860.500000,5.983406,0.448615,29.599481,1,3
2,36,4860.600000,5.985009,0.568007,29.777567,1,3
2,37,4860.700000,5.987139,0.456464,29.457018,1,3
2,38,4860.800000,5.979407,0.508313,0.000000,1,3
2,39,4860.900000,5.981503,0.541660,29.717061,1,3
2,40,4861.000000,5.981038,0.515469,29.968716,1,3
2,41,4861.100000,5.979584,0.501870,29.696403,1,3
2,42,4861.200000,5.965784,0.540274,29.992850,1,3
2,43,4861.300000,5.980041,0.449672,29.058037,1,3
2,44,4861.400000,5.970038,0.470413,29.471326,1,3
2,45,4861.500000,5.963335,0.522839,29.520681,1,3
2,46,4861.600000,5.965934,0.393334,0.000000,1,3
2,47,4861.700000,5.969456,0.568305,29.821627,1,3
2,48,4861.800000,5.947578,0.513236,29.836505,1,3
2,49,4861.900000,5.950788,0.506231,29.632427,1,3
2,50,4862.000000,5.937165,0.417488,29.634094,1,3
2,51,4862.100000,5.947164,0.435038,30.375231,1,3
2,52,4862.200000,5.945170,0.479716,0.000000,1,3
2,53,4862.300000,5.940290,0.540214,28.963767,1,3
2,54,4862.400000,5.934356,0.396130,0.000000,1,3
2,55,4862.500000,5.924524,0.539418,0.000000,1,3
2,56,4862.600000,5.933782,0.481959,0.000000,1,3
2,57,4862.700000,5.936335,0.488671,29.786804,1,3
2,58,4862.800000,5.923245,0.512324,29.329733,1,3
2,59,4862.900000,5.925544,0.512834,29.861990,1,3
2,60,4863.000000,5.912645,0.463392,0.000000,1,3
2,61,4863.100000,5.919915,0.529825,29.896361,1,3
2,62,4863.200000,5.912805,0.382097,30.040576,1,3
2,63,4863.300000,5.908103,0.474955,29.533295,1,3
3,0,4863.400000,5.905256,0.504490,29.826197,1,3
3,1,4863.500000,5.904232,0.478810,29.867112,1,3
3,2,4863.600000,5.905255,0.403885,29.598155,1,3
3,3,4863.700000,5.893925,0.532227,30.131425,1,3
3,4,4863.800000,5.895643,0.430924,29.851085,1,3
3,5,4863.900000,5.894565,0.488906,29.355185,1,3
3,6,4864.000000,5.886420,0.498795,29.602159,1,3
3,7,4864.100000,5.898041,0.490919,29.775475,1,3
3,8,4864.200000,5.881933,0.547085,30.086697,1,3
3,9,4864.300000,5.879996,0.484600,0.000000,1,3
3,10,4864.400000,5.875595,0.507189,29.583864,1,3
3,11,4864.500000,5.886621,0.481496,29.869282,1,3
3,12,4864.600000,5.877536,0.513339,0.000000,1,3
3,13,4864.700000,5.867232,0.550689,29.179234,1,3
3,14,4864.800000,5.874589,0.486138,29.680334,1,3
3,15,4864.900000,5.867204,0.516525,29.348691,1,3
3,16,4865.000000,5.864630,0.548295,30.269763,1,3
3,17,4865.100000,5.858764,0.541408,29.523770,1,3
3,18,4865.200000,5.853882,0.452231,29.653643,1,3
3,19,4865.300000,5.856461,0.521189,29.244944,1,3
3,20,4865.400000,5.849189,0.479603,29.805537,1,3
3,21,4865.500000,5.858141,0.520750,29.410743,1,3
3,22,4865.600000,5.839854,0.490970,0.000000,1,3
3,23,4865.700000,5.851024,0.473899,29.373884,1,3
3,24,4865.800000,5.839930,0.479319,29.009160,1,3
3,25,4865.900000,5.839124,0.467815,29.313921,1,3
3,26,4866.000000,5.838938,0.467130,29.545383,1,3
3,27,4866.100000,5.828763,0.441761,28.910329,1,3
3,28,4866.200000,5.833379,0.434334,29.672813,1,3
3,29,4866.300000,5.812663,0.532227,29.278135,1,3
3,30,4866.400000,5.819743,0.465022,29.424337,1,3
3,31,4866.500000,5.815866,0.409488,28.672953,1,3
3,32,4866.600000,5.811362,0.421221,29.402850,1,3
3,33,4866.700000,5.813697,0.484775,29.014563,1,3
3,34,4866.800000,5.813843,0.391954,29.214180,1,3
3,35,4866.900000,5.812571,0.351396,28.841445,1,3
3,36,4867.000000,5.807405,0.351742,29.039146,1,3
3,37,4867.100000,5.800015,0.332315,29.246625,1,3
3,38,4867.200000,5.802331,0.350357,29.206108,1,3
3,39,4867.300000,5.798250,0.352723,29.544890,1,3
3,40,4867.400000,5.799452,0.477431,28.710966,1,3
3,41,4867.500000,5.795799,0.402200,29.247790,1,3
3,42,4867.600000,5.789210,0.382620,29.225248,1,3
3,43,4867.700000,5.781714,0.324825,29.109360,1,3
3,44,4867.800000,5.780079,0.385988,0.000000,1,3
3,45,4867.900000,5.777737,0.302365,29.560689,1,3
3,46,4868.000000,5.776053,0.366786,29.835954,1,3
3,47,4868.100000,5.776112,0.484446,28.698984,1,3
3,48,4868.200000,5.775491,0.410316,28.927467,1,3
3,49,4868.300000,5.768802,0.362481,28.894894,1,3
3,50,4868.400000,5.766281,0.403663,29.103184,1,3
3,51,4868.500000,5.764060,0.338407,29.555791,1,3
3,52,4868.600000,5.757907,0.320121,29.328693,1,3
3,53,4868.700000,5.613541,0.440974,29.115551,1,3
3,54,4868.800000,5.467073,0.294211,29.157888,1,3
3,55,4868.900000,5.330056,0.329121,29.048508,1,3
3,56,4869.000000,5.193579,0.357575,29.356997,1,3
3,57,4869.100000,5.045381,0.290855,29.384654,1,3
3,58,4869.200000,4.905388,0.365536,29.295052,1,3
3,59,4869.300000,4.766591,0.312963,28.449770,1,3
3,60,4869.400000,4.624545,0.356723,29.103703,1,3
3,61,4869.500000,4.474225,0.348011,29.034788,1,3
3,62,4869.600000,4.342290,0.301695,29.379087,1,3
3,63,4869.700000,4.200624,0.394463,0.000000,1,3
4,0,4892.700000,3.707678,-0.410466,26.245071,1,3
4,1,4892.800000,5.316658,-0.465825,25.840095,1,3
4,2,4892.900000,6.915282,-0.319093,0.000000,1,3
4,3,4893.000000,6.923410,-0.350884,26.372586,1,3
4,4,4893.100000,6.938254,-0.348649,25.570322,1,3
4,5,4893.200000,6.941892,-0.456877,26.227490,1,3
4,6,4893.300000,6.947273,-0.402745,0.000000,1,3
4,7,4893.400000,6.958383,-0.385484,26.197182,1,3
4,8,4893.500000,6.963058,-0.461037,0.000000,1,3
4,9,4893.600000,6.974555,-0.315657,25.736253,1,3
4,10,4893.700000,6.971689,-0.283074,25.641102,1,3
4,11,4893.800000,6.978507,-0.248228,26.407633,1,3
4,12,4893.900000,6.980816,-0.399121,25.935176,1,3
4,13,4894.000000,6.991844,-0.336407,0.000000,1,3
4,14,4894.100000,7.005479,-0.271525,26.194703,1,3
4,15,4894.200000,7.013822,-0.345687,25.617642,1,3
4,16,4894.300000,7.018790,-0.356642,26.161165,1,3
4,17,4894.400000,7.011684,-0.416829,26.067161,1,3
4,18,4894.500000,7.032737,-0.262081,26.300652,1,3
4,19,4894.600000,7.024796,-0.314809,26.279942,1,3
4,20,4894.700000,7.045146,-0.345397,0.000000,1,3
4,21,4894.800000,7.045483,-0.289772,0.000000,1,3
4,22,4894.900000,7.057501,-0.291302,25.811048,1,3
4,23,4895.000000,7.053993,-0.285480,25.825746,1,3
4,24,4895.100000,7.073178,-0.299641,25.427996,1,3
4,25,4895.200000,7.066664,-0.202517,25.683779,1,3
4,26,4895.300000,7.077313,-0.285121,25.197165,1,3
4,27,4895.400000,7.082331,-0.192231,25.678810,1,3
4,28,4895.500000,7.085217,-0.239708,26.100519,1,3
4,29,4895.600000,7.101128,-0.245029,25.922330,1,3
4,30,4895.700000,7.116352,-0.262884,25.707064,1,3
4,31,4895.800000,7.127323,-0.203114,25.597208,1,3
4,32,4895.900000,7.121141,-0.240714,25.480151,1,3
4,33,4896.000000,7.132905,-0.287483,25.351113,1,3
4,34,4896.100000,7.135149,-0.283627,25.856680,1,3
4,35,4896.200000,7.143149,-0.208666,25.134976,1,3
4,36,4896.300000,7.145611,-0.269561,25.112484,1,3
4,37,4896.400000,7.154964,-0.221669,25.835589,1,3
4,38,4896.500000,7.163342,-0.160030,0.000000,1,3
4,39,4896.600000,7.164429,-0.191989,25.546503,1,3
4,40,4896.700000,7.173601,-0.237560,0.000000,1,3
4,41,4896.800000,7.180363,-0.125187,0.000000,1,3
4,42,4896.900000,7.191454,-0.162496,0.000000,1,3
4,43,4897.000000,7.188658,-0.133173,25.558529,1,3
4,44,4897.100000,7.200397,-0.291584,26.072318,1,3
4,45,4897.200000,7.216882,-0.155779,25.420179,1,3
4,46,4897.300000,7.219809,-0.124302,25.941502,1,3
4,47,4897.400000,7.227401,-0.075457,24.775849,1,3
4,48,4897.500000,7.227444,-0.227699,25.043731,1,3
4,49,4897.600000,7.235593,-0.088215,25.176242,1,3
4,50,4897.700000,7.245666,-0.060291,25.536166,1,3
4,51,4897.800000,7.255123,-0.237340,25.877497,1,3
4,52,4897.900000,7.244230,-0.106491,25.152382,1,3
4,53,4898.000000,7.254078,-0.093464,25.607428,1,3
4,54,4898.100000,7.273869,-0.134600,25.969442,1,3
4,55,4898.200000,7.272604,-0.136640,25.752021,1,3
4,56,4898.300000,7.277296,-0.072611,0.000000,1,3
4,57,4898.400000,7.281051,-0.130604,25.511790,1,3
4,58,4898.500000,7.291213,-0.104553,0.000000,1,3
4,59,4898.600000,7.293643,-0.046890,0.000000,1,3
4,60,4898.700000,7.317777,0.006384,25.332335,1,3
4,61,4898.800000,7.313876,-0.048214,25.046308,1,3
4,62,4898.900000,7.320365,-0.062221,25.210059,1,3
4,63,4899.000000,7.330262,-0.088486,24.743534,1,3
5,0,4899.100000,7.338800,-0.106958,24.612474,1,3
5,1,4899.200000,7.345385,0.005298,0.000000,1,3
5,2,4899.300000,7.352690,-0.051598,0.000000,1,3
5,3,4899.400000,7.350834,0.019872,24.755883,1,3
5,4,4899.500000,7.359166,-0.047873,25.236425,1,3
5,5,4899.600000,7.371167,-0.057587,25.075655,1,3
5,6,4899.700000,7.371351,0.002195,0.000000,1,3
5,7,4899.800000,7.380630,-0.016392,25.315107,1,3
5,8,4899.900000,7.389316,-0.066559,25.418781,1,3
5,9,4900.000000,7.397914,0.090868,25.180982,1,3
5,10,4900.100000,7.382243,-0.025066,24.895713,1,3
5,11,4900.200000,7.391848,0.058945,25.025243,1,3
5,12,4900.300000,7.384248,0.060938,25.651631,1,3
5,13,4900.400000,7.386097,-0.037851,25.232809,1,3
5,14,4900.500000,7.383587,-0.018724,0.000000,1,3
5,15,4900.600000,7.384885,0.022588,24.860598,1,3
5,16,4900.700000,7.380756,0.000643,24.710581,1,3
5,17,4900.800000,7.377864,0.136504,24.518190,1,3
5,18,4900.900000,7.375492,0.046419,25.371081,1,3
5,19,4901.000000,7.366874,0.107154,0.000000,1,3
5,20,4901.100000,7.362721,0.094577,24.446591,1,3
5,21,4901.200000,7.364067,0.088314,0.000000,1,3
5,22,4901.300000,7.360506,0.083335,25.177000,1,3
5,23,4901.400000,7.352443,0.149368,24.646077,1,3
5,24,4901.500000,7.353155,0.052436,24.520122,1,3
5,25,4901.600000,7.348099,0.186172,24.855809,1,3
5,26,4901.700000,7.341147,0.041642,24.930537,1,3
5,27,4901.800000,7.349012,0.151211,24.583702,1,3
5,28,4901.900000,7.339979,0.047991,24.521864,1,3
5,29,4902.000000,7.347089,0.108560,0.000000,1,3
5,30,4902.100000,7.325861,0.135086,24.332918,1,3
5,31,4902.200000,7.328347,0.112141,0.000000,1,3
5,32,4902.300000,7.328437,0.133426,24.602923,1,3
5,33,4902.400000,7.331104,0.079172,24.845076,1,3
5,34,4902.500000,7.324557,0.105136,24.479403,1,3
5,35,4902.600000,7.321255,0.185385,24.761033,1,3
5,36,4902.700000,7.311209,0.167893,24.926204,1,3
5,37,4902.800000,7.308204,0.137795,24.408813,1,3
5,38,4902.900000,7.312744,0.244420,0.000000,1,3
5,39,4903.000000,7.301454,0.123066,24.955332,1,3
5,40,4903.100000,7.302758,0.171810,24.595559,1,3
5,41,4903.200000,7.305064,0.170404,24.443655,1,3
5,42,4903.300000,7.294791,0.232205,24.315969,1,3
5,43,4903.400000,7.304872,0.209596,24.965325,1,3
5,44,4903.500000,7.300108,0.207481,24.514478,1,3
5,45,4903.600000,7.283274,0.126347,24.004072,1,3
5,46,4903.700000,7.283612,0.267443,0.000000,1,3
5,47,4903.800000,7.273988,0.218899,24.438247,1,3
5,48,4903.900000,7.278647,0.241135,24.429255,1,3
5,49,4904.000000,7.283535,0.203449,0.000000,1,3
5,50,4904.100000,7.274776,0.201072,23.903422,1,3
5,51,4904.200000,7.276292,0.326776,23.753252,1,3
5,52,4904.300000,7.263520,0.168558,24.098811,1,3
5,53,4904.400000,7.272264,0.209877,24.202224,1,3
5,54,4904.500000,7.262641,0.341938,24.503025,1,3
5,55,4904.600000,7.262621,0.305234,24.240846,1,3
5,56,4904.700000,7.259238,0.262165,24.583602,1,3
5,57,4904.800000,7.250488,0.345964,24.430394,1,3
5,58,4904.900000,7.248223,0.311129,24.387315,1,3
5,59,4905.000000,7.255970,0.305526,24.511602,1,3
5,60,4905.100000,7.250269,0.310231,23.786309,1,3
5,61,4905.200000,7.250667,0.327227,24.025941,1,3
5,62,4905.300000,7.244183,0.334214,24.891744,1,3
5,63,4905.400000,7.240418,0.423644,0.000000,1,3
6,0,4973.400000,3.532017,0.125686,21.117224,1,3
6,1,4973.500000,3.520213,0.128493,24.631027,1,3
6,2,4973.600000,3.539266,0.136793,0.000000,1,3
6,3,4973.700000,3.525456,0.146255,0.000000,1,3
6,4,4973.800000,3.521050,0.063284,24.486643,1,3
6,5,4973.900000,3.520219,0.134798,24.975744,1,3
6,6,4974.000000,3.517833,0.079816,24.277941,1,3
6,7,4974.100000,3.510726,0.088975,24.639082,1,3
6,8,4974.200000,3.505415,0.119278,24.986047,1,3
6,9,4974.300000,3.508712,0.081279,24.497189,1,3
6,10,4974.400000,3.504786,0.083463,24.260531,1,3
6,11,4974.500000,3.495951,0.011924,25.243560,1,3
6,12,4974.600000,3.504238,0.100038,24.982243,1,3
6,13,4974.700000,3.495752,0.053629,25.002549,1,3
6,14,4974.800000,3.495078,0.018868,0.000000,1,3
6,15,4974.900000,3.495531,0.061337,24.967701,1,3
6,16,4975.000000,3.485824,0.129392,24.039486,1,3
6,17,4975.100000,3.484442,-0.064729,24.666539,1,3
6,18,4975.200000,3.484050,-0.052752,25.093157,1,3
6,19,4975.300000,3.473519,0.115420,24.401309,1,3
6,20,4975.400000,3.474556,-0.003787,24.731273,1,3
6,21,4975.500000,3.472056,-0.021852,0.000000,1,3
6,22,4975.600000,3.463791,-0.043433,24.618587,1,3
6,23,4975.700000,3.477302,0.016496,24.867414,1,3
6,24,4975.800000,3.455821,0.080382,24.992273,1,3
6,25,4975.900000,3.453509,-0.089688,24.978559,1,3
6,26,4976.000000,3.463714,-0.067510,24.779178,1,3
6,27,4976.100000,3.457852,-0.086432,24.662153,1,3
6,28,4976.200000,3.446299,-0.038470,25.041215,1,3
6,29,4976.300000,3.451608,-0.020199,0.000000,1,3
6,30,4976.400000,3.453054,-0.006465,25.032480,1,3
6,31,4976.500000,3.442706,-0.055355,24.991422,1,3
6,32,4976.600000,3.452994,0.026112,25.070752,1,3
6,33,4976.700000,3.428523,-0.134741,25.243466,1,3
6,34,4976.800000,3.437755,-0.153862,25.085063,1,3
6,35,4976.900000,3.437261,-0.044782,0.000000,1,3
6,36,4977.000000,3.433028,-0.118203,24.857519,1,3
6,37,4977.100000,3.424693,-0.199218,0.000000,1,3
6,38,4977.200000,3.421405,-0.152279,24.702297,1,3
6,39,4977.300000,3.422221,-0.129727,24.990235,1,3
6,40,4977.400000,3.421222,-0.180833,24.910246,1,3
6,41,4977.500000,3.417298,-0.205242,24.526765,1,3
6,42,4977.600000,3.416629,-0.170853,25.193000,1,3
6,43,4977.700000,3.403477,-0.219636,25.037870,1,3
6,44,4977.800000,3.404575,-0.140565,25.120436,1,3
6,45,4977.900000,3.398157,-0.275396,25.069281,1,3
6,46,4978.000000,3.398069,-0.179541,25.360999,1,3
6,47,4978.100000,3.402219,-0.163914,25.411575,1,3
6,48,4978.200000,3.394826,-0.200214,0.000000,1,3
6,49,4978.300000,3.404463,-0.146792,25.701069,1,3
6,50,4978.400000,3.389538,-0.275716,25.111627,1,3
6,51,4978.500000,3.386013,-0.247944,25.372197,1,3
6,52,4978.600000,3.383388,-0.235060,25.262292,1,3
6,53,4978.700000,3.376811,-0.188555,25.252217,1,3
6,54,4978.800000,3.376854,-0.218865,25.399889,1,3
6,55,4978.900000,3.379925,-0.128184,25.640700,1,3
6,56,4979.000000,3.371998,-0.281166,0.000000,1,3
6,57,4979.100000,3.364604,-0.316113,25.197024,1,3
6,58,4979.200000,3.361089,-0.162357,0.000000,1,3
6,59,4979.300000,3.360606,-0.328763,25.125924,1,3
6,60,4979.400000,3.360369,-0.228434,25.522046,1,3
6,61,4979.500000,3.363111,-0.316847,0.000000,1,3
6,62,4979.600000,3.347583,-0.376663,25.229976,1,3
6,63,4979.700000,3.349829,-0.297177,25.743170,1,3
7,0,4979.800000,3.349293,-0.238659,0.000000,1,3
7,1,4979.900000,3.336546,-0.349875,25.917568,1,3
7,2,4980.000000,3.338689,-0.265088,25.146262,1,3
7,3,4980.100000,3.336601,-0.260809,0.000000,1,3
7,4,4980.200000,3.333163,-0.367550,25.349731,1,3
7,5,4980.300000,3.335245,-0.320318,26.202578,1,3
7,6,4980.400000,3.330626,-0.234992,25.437226,1,3
7,7,4980.500000,3.325795,-0.286182,25.826662,1,3
7,8,4980.600000,3.327854,-0.336603,25.770406,1,3
7,9,4980.700000,3.331473,-0.307528,25.447686,1,3
7,10,4980.800000,3.328196,-0.367269,25.502445,1,3
7,11,4980.900000,3.307529,-0.281982,25.655577,1,3
7,12,4981.000000,3.317171,-0.286611,25.889072,1,3
7,13,4981.100000,3.310538,-0.340781,0.000000,1,3
7,14,4981.200000,3.309347,-0.339790,25.385184,1,3
7,15,4981.300000,3.303723,-0.405708,25.830504,1,3
7,16,4981.400000,3.303445,-0.427756,25.219846,1,3
7,17,4981.500000,3.300757,-0.383315,25.652844,1,3
7,18,4981.600000,3.294248,-0.373127,25.908217,1,3
7,19,4981.700000,3.289804,-0.319839,25.732408,1,3
7,20,4981.800000,3.289185,-0.331004,25.446438,1,3
7,21,4981.900000,3.289743,-0.371980,0.000000,1,3
7,22,4982.000000,3.288709,-0.325730,25.999124,1,3
7,23,4982.100000,3.287124,-0.436405,25.603579,1,3
7,24,4982.200000,3.277529,-0.339277,25.399158,1,3
7,25,4982.300000,3.278562,-0.436517,26.024566,1,3
7,26,4982.400000,3.279098,-0.338799,25.936564,1,3
